timestamp,actual_scaled,sarima_pso_tcn_scaled,sarima_ga_tcn_scaled,actual_kwh,sarima_pso_tcn_kwh,sarima_ga_tcn_kwh
10/10/2022 3:00,0.023699356,0.003127388,-0.005339701,5.328483627,0.703151448,-1.200560508
10/10/2022 4:00,0.023699356,0.007414059,-0.002085186,5.328483627,1.666952094,-0.46882613
10/10/2022 5:00,0.023699356,0.013131643,0.005031442,5.328483627,2.952474474,1.131252595
10/10/2022 6:00,0.087458324,0.046101418,0.033987743,19.66383603,10.36528809,7.64168996
10/10/2022 7:00,0.270648619,0.137757423,0.13282648,60.85172695,30.97291659,29.86425986
10/10/2022 8:00,0.359493557,0.318035376,0.313031059,80.82732466,71.50600638,70.38085264
10/10/2022 9:00,0.427360821,0.42823928,0.419134983,96.08637247,96.28388218,94.2369027
10/10/2022 10:00,0.474089011,0.441016641,0.429477085,106.5925819,99.15670122,96.56218616
10/10/2022 11:00,0.440210035,0.457018694,0.44388224,98.97534673,102.7545491,99.80099285
10/10/2022 12:00,0.468456772,0.383450342,0.358692696,105.3262482,86.21368779,80.64726176
10/10/2022 13:00,0.485059686,0.429312321,0.423159825,109.0591917,96.52514125,95.14183476
10/10/2022 14:00,0.391910063,0.408592347,0.402913052,88.11574303,91.86653175,90.58961824
10/10/2022 15:00,0.24617202,0.328271095,0.302640301,55.34849069,73.80737115,68.04462936
10/10/2022 16:00,0.387523299,0.201414569,0.202987573,87.12943767,45.28537565,45.63904456
10/10/2022 17:00,0.507810194,0.394956612,0.401742511,114.1743394,88.80071884,90.32643768
10/10/2022 18:00,0.46917924,0.467026719,0.469458171,105.4886855,105.0047199,105.5513995
10/10/2022 19:00,0.235788374,0.356319045,0.347245817,53.0138665,80.11357805,78.073584
10/10/2022 20:00,0.143040421,0.079932767,0.085223059,32.16072805,17.97181505,19.1612666
10/10/2022 21:00,0.07383297,0.027493899,0.032405486,16.60035703,6.181636002,7.285940656
10/10/2022 22:00,0.089488737,-0.025757169,-0.02255324,20.12034724,-5.791155388,-5.070794865
10/10/2022 23:00,0.049291598,0.036569211,0.033678603,11.08255734,8.222098607,7.572184155
10/11/2022 0:00,0.033418004,-0.002145126,-0.006690893,7.513591828,-0.482302917,-1.504357879
10/11/2022 1:00,0.033418004,-0.006075216,-0.010843416,7.513591828,-1.365931091,-2.437997223
10/11/2022 2:00,0.033418004,-0.006883452,-0.014990794,7.513591828,-1.547652213,-3.370479735
10/11/2022 3:00,0.033418004,-0.014887104,-0.02770379,7.513591828,-3.347166514,-6.228827214
10/11/2022 4:00,0.033418004,0.008170232,-0.006263972,7.513591828,1.836967429,-1.408370437
10/11/2022 5:00,0.035519137,0.029263495,0.016044757,7.986003592,6.579505945,3.607449233
10/11/2022 6:00,0.083683199,0.054805334,0.035377334,18.8150495,12.32224727,7.954120998
10/11/2022 7:00,0.16750479,0.150486183,0.127033698,37.66121478,33.83480832,28.56183032
10/11/2022 8:00,0.198307386,0.213822316,0.190341246,44.58676706,48.07509176,42.79568689
10/11/2022 9:00,0.392624895,0.29476834,0.277549289,88.27646341,66.27472421,62.40325042
